id,concept,count,in_graph
3957,viscous flow,4,True
3949,variant selection,4,True
3941,vacancy concentration,4,True
3939,uv irradiation,4,True
393,advanced material,4,True
3919,ultrasonic liquid processor,4,True
3910,ultrafine grained aluminium alloy,4,True
3909,ultrafine grained aluminium,4,True
3907,ultrafine grain size,4,True
3904,ultra high strength steel,4,True
3902,ultra fine grained structure,4,True
3900,ultra fine grain,4,True
3890,twin screw extruder,4,True
388,adiabatic shear banding,4,True
3875,trip assisted steel,4,True
3871,tribochemical reaction,4,True
3863,transient liquid phase,4,True
3855,total strain amplitude,4,True
3844,titanium substrate,4,True
3833,titanium alloy powder,4,True
3831,titanium addition,4,True
3823,tinni shape memory alloy,4,True
3816,tib2 particle,4,True
3811,three point bending test,4,True
3801,thermomechanically affected zone,4,True
3794,thermomechanical behavior,4,True
3793,thermomechanical analysis,4,True
3775,thermo mechanical treatment,4,True
3774,thermo mechanical property,4,True
3766,thermal spraying,4,True
3764,thermal spray,4,True
3757,thermal processing,4,True
3755,thermal mismatch,4,True
3751,thermal hysteresis,4,True
3749,thermal gravimetric analysis,4,True
3744,thermal expansion property,4,True
3740,thermal evolution,4,True
3739,thermal energy,4,True
3726,thermal barrier system,4,True
3721,thermal aging,4,True
3718,tga analysis,4,True
3708,textural property,4,True
3707,tetragonal structure,4,True
3683,tensile response,4,True
3680,tensile performance,4,True
3670,tensile deformation behavior,4,True
3664,tensile axis,4,True
3662,tempered martensite,4,True
3651,taylor model,4,True
3646,synchrotron x ray tomography,4,True
3637,surface structure,4,True
3630,surface nanocrystallization,4,True
3626,surface mechanical attrition treatment,4,True
3623,surface hardness,4,True
3621,surface functionalization,4,True
3616,surface effect,4,True
3613,surface condition,4,True
3607,supersaturated solid solution,4,True
3603,superplastic forming,4,True
3602,superplastic flow,4,True
3601,superplastic elongation,4,True
3597,superparamagnetic behavior,4,True
3596,superelastic behavior,4,True
3594,supercooled liquid,4,True
3592,superaustenitic stainless steel,4,True
3590,sulphuric acid,4,True
3579,structure formation,4,True
3567,structural defect,4,True
3562,structural analysis,4,True
3549,stress relief,4,True
3542,stress induced martensitic transformation,4,True
3537,stress dependence,4,True
3529,strengthening precipitate,4,True
3524,strength property,4,True
3519,strength and ductility,4,True
3516,strain sensor,4,True
3510,strain path change,4,True
3505,strain induced transformation,4,True
3504,strain induced precipitation,4,True
3492,strain energy,4,True
3489,strain anisotropy,4,True
3484,stirring speed,4,True
3478,steel substrate,4,True
3477,steel alloy,4,True
3474,steady state creep,4,True
3470,staphylococcus aureus,4,True
3469,stainless steel substrate,4,True
3468,stainless steel fibre,4,True
3460,spray casting,4,True
3458,spot weld,4,True
3449,spherical shape,4,True
3442,spectral analysis,4,True
3435,spark plasma sintering process,4,True
3431,space application,4,True
3424,solution treated alloy,4,True
3423,solution treated,4,True
3422,solution temperature,4,True
3420,solution casting,4,True
3412,solubility of hydrogen,4,True
3411,solidus temperature,4,True
3410,solidification time,4,True
341,WS2,4,True
3405,solidification parameter,4,True
3401,solidification condition,4,True
340,WO3,4,True
3397,solid state temperature,4,True
3396,solid state sintering,4,True
3391,solid state bonding,4,True
3389,solid state,4,True
3387,solid solution phase,4,True
3386,solid solution hardening,4,True
3384,solid solution alloy,4,True
3378,solid fraction,4,True
3373,sol gel process,4,True
3367,softening behavior,4,True
3366,soft magnetic property,4,True
3361,smart material,4,True
3353,slip plane,4,True
335,VHCF,4,True
3348,sliding wear,4,True
3347,sliding velocity,4,True
3346,sliding speed,4,True
3336,single walled carbon nanotube,4,True
3334,single crystal nickel based superalloy,4,True
3326,silicon wafer,4,True
3319,silicon carbide reinforcement,4,True
3318,silicon carbide particulate,4,True
3314,silane coupling agent,4,True
3307,shot sleeve,4,True
3303,shock peening,4,True
3302,sheet resistance,4,True
3291,shear plane,4,True
3278,shape recovery,4,True
3277,shape memory response,4,True
3268,severe plastic deformation method,4,True
3265,sessile drop technique,4,True
3263,sessile drop experiment,4,True
3255,sem image,4,True
3251,self healing,4,True
3247,self assembly,4,True
3245,selective melting,4,True
3237,selective electron beam melting,4,True
322,TiMo,4,True
321,TiH2,4,True
3208,sample size,4,True
3206,salt bath,4,True
3205,rutherford backscattering spectrometry,4,True
3191,room temperature ductility,4,True
3183,rolling deformation,4,True
3180,roll bonding,4,True
3179,rigid polyurethane foam,4,True
3167,response surface methodology,4,True
3166,resonant ultrasound spectroscopy,4,True
3163,resistance spot welding,4,True
3162,resistance spot weld,4,True
3160,resin transfer molding,4,True
3151,residual porosity,4,True
3136,refractory high entropy alloy,4,True
3129,recrystallized structure,4,True
3116,reactive oxygen species,4,True
3106,raw material,4,True
3096,rapid quenching,4,True
3094,rapid manufacturing,4,True
3077,quenching partitioning tempering,4,True
3071,quasicrystalline phase,4,True
3065,quasi static compression,4,True
3061,pyroelectric property,4,True
3058,pure nickel,4,True
3052,pure aluminium alloy,4,True
3041,proof strength,4,True
3040,processing route,4,True
3031,prior grain size,4,True
3023,pressure bar,4,True
3007,precipitate size,4,True
3005,precipitate morphology,4,True
2999,pre strain,4,True
2994,power dissipation efficiency,4,True
299,SrO,4,True
2988,powder morphology,4,True
2986,powder metallurgy technique,4,True
2978,powder bed fusion,4,True
2975,post treatment,4,True
2974,post heat treatment,4,True
2972,positron annihilation spectroscopy,4,True
2964,porous ceramic,4,True
2961,porosity level,4,True
296,SnPb,4,True
2959,porosity formation,4,True
2957,pore volume,4,True
2953,pore shape,4,True
2948,pop in,4,True
2946,polyvinyl chloride,4,True
2937,polymer matrix composite,4,True
2911,plastic void growth,4,True
291,Sn3.5Ag,4,True
2898,plastic behavior,4,True
2892,plasma enhanced chemical vapor deposition,4,True
2891,plasma electrolytic oxidation,4,True
2890,planetary mill,4,True
2887,planar slip,4,True
2882,plain carbon steel,4,True
2881,pitting potential,4,True
2877,pipe diffusion,4,True
2855,photocatalytic property,4,True
2854,photocatalytic performance,4,True
2853,photocatalytic degradation,4,True
2850,phenolic resin,4,True
285,ScN,4,True
2834,phase growth,4,True
2833,phase fraction,4,True
2831,phase field model,4,True
2803,peak strain,4,True
2800,peak flow stress,4,True
2797,peak aging,4,True
2796,peak aged,4,True
2790,particle velocity,4,True
2789,particle temperature,4,True
2782,particle shape,4,True
278,SH,4,True
2778,particle precipitation,4,True
2775,particle number density,4,True
2773,particle matrix interface,4,True
2765,particle coarsening,4,True
2762,particle boundary,4,True
2761,particle agglomeration,4,True
2756,parent material,4,True
2753,pair distribution function,4,True
2749,oxygen reduction reaction,4,True
2744,oxide particle,4,True
2716,optical observation,4,True
2713,optical metallography,4,True
2712,optical device,4,True
2704,open cell aluminium foam,4,True
2700,odc steel,4,True
27,AlB2,4,True
2698,numerical study,4,True
2695,numerical investigation,4,True
2689,nucleation process,4,True
2686,nucleation behavior,4,True
2677,non metallic inclusion,4,True
2674,noble metal,4,True
2671,nitrogen partial pressure,4,True
2666,nitrogen doping,4,True
2661,nitrogen addition,4,True
2660,nitric acid,4,True
2658,niobium addition,4,True
2654,nickel oxide,4,True
265,PI,4,True
2639,network formation,4,True
2627,nanotube reinforcement,4,True
2614,nanoindentation hardness,4,True
2610,nanocrystalline surface layer,4,True
2601,nanocrystalline grain,4,True
2593,nano sized particle,4,True
2586,multiwall carbon nanotube,4,True
2580,multi scale characterization,4,True
2572,multi axial forging,4,True
2567,morphology change,4,True
2562,monte carlo simulation,4,True
2561,monte carlo,4,True
2556,monoclinic structure,4,True
2553,molybdenum alloy,4,True
2552,molybdenum addition,4,True
2549,molten aluminium alloy,4,True
2547,molten alloy,4,True
2546,molecularly imprinted polymer,4,True
2535,modulus of elasticity,4,True
2534,modulated structure,4,True
2528,misorientation angle,4,True
2527,misfit strain,4,True
2525,milling time,4,True
2524,mild steel,4,True
2517,microstructure observation,4,True
2494,microstructural modification,4,True
2491,microstructural heterogeneity,4,True
2483,microstructural degradation,4,True
2479,microstructural constituent,4,True
2470,microscopic examination,4,True
2447,micro computed tomography,4,True
2444,mgy alloy,4,True
2442,mgal alloy,4,True
2437,metastable titanium alloy,4,True
2431,metallographic study,4,True
2421,metal nanoparticle,4,True
2416,metal foam,4,True
2404,melt temperature,4,True
2402,melt quenching,4,True
240,Ni3Si,4,True
2394,mechanochemical reaction,4,True
2386,mechanical strain,4,True
2373,mechanical interfacial property,4,True
2372,mechanical integrity,4,True
2370,mechanical energy,4,True
2369,mechanical deformation,4,True
2360,mechanical activation,4,True
2355,maximum load,4,True
2354,maximum elongation,4,True
2348,matrix precipitate,4,True
2342,matrix interface,4,True
2340,matrix grain,4,True
2332,mathematical model,4,True
2327,material scientist,4,True
2325,material response,4,True
2323,material processing,4,True
2322,material model,4,True
2321,material microstructure,4,True
2318,material design,4,True
2314,master curve,4,True
2312,mass transport,4,True
2288,martensite austenite,4,True
2283,manganese addition,4,True
2280,magnetization measurement,4,True
228,NaH,4,True
2278,magnetic resonance imaging,4,True
2277,magnetic resonance,4,True
2273,magnetic material,4,True
2271,magnetic behavior,4,True
2267,magnesium concentration,4,True
2266,magnesium composite,4,True
2264,magnesium aluminium alloy,4,True
2248,low stress,4,True
2236,loss factor,4,True
2234,long period stacking ordered phase,4,True
223,NP,4,True
2227,local solidification time,4,True
2222,loading frequency,4,True
222,NO2,4,True
2212,liquid state,4,True
2200,linear friction welding,4,True
22,Al5FeSi,4,True
2199,linear elastic fracture mechanic,4,True
2194,light optical microscopy,4,True
2190,lead free piezoelectric material,4,True
2188,layered structure,4,True
2185,layered double hydroxide,4,True
2165,laser scanning speed,4,True
2156,laser irradiation,4,True
2152,laser energy input,4,True
2151,laser energy density,4,True
2141,lap shear strength,4,True
2140,lap joint,4,True
2137,laminated composite,4,True
2130,kurdjumov sachs orientation relationship,4,True
213,MoSi,4,True
2126,kernel average misorientation,4,True
2120,isothermal oxidation,4,True
2118,isothermal holding,4,True
2110,isotactic polypropylene,4,True
211,MoO3,4,True
2107,iron oxide,4,True
2102,iron aluminide,4,True
2098,ion release,4,True
2096,ion implantation,4,True
2095,ion exchange,4,True
209,Mo3Si,4,True
2087,interphase boundary,4,True
2084,internal structure,4,True
2071,intermediate temperature,4,True
2068,interlaminar fracture energy,4,True
2059,interfacial shear stress,4,True
2058,interfacial shear strength,4,True
2053,interfacial intermetallic compound,4,True
2045,interface structure,4,True
2040,interdendritic region,4,True
2033,injection molding,4,True
2029,infrared thermography,4,True
2027,infrared spectra,4,True
2025,infrared camera,4,True
2017,indentation testing,4,True
2016,indentation test,4,True
2015,indentation size effect,4,True
2009,inclusion size,4,True
2007,in situ transmission electron microscopy,4,True
2005,in situ tensile test,4,True
2003,in situ recrystallization,4,True
2001,in situ polymerization,4,True
1990,impurity effect,4,True
1989,improved strength,4,True
1988,improved mechanical property,4,True
1987,impression creep,4,True
1980,impact resistance,4,True
1979,impact property,4,True
1971,image correlation,4,True
1970,image analyzer,4,True
1967,if steel,4,True
1960,hyperbolic sine function,4,True
1954,hydrostatic stress,4,True
1950,hydrogen storage material,4,True
1948,hydrogen storage,4,True
1940,hydrogen diffusion,4,True
194,MgSn,4,True
1939,hydrogen desorption,4,True
1935,hydrogen bonding,4,True
1933,hybrid material,4,True
1932,hybrid composite,4,True
1931,hsla steel,4,True
193,MgSi,4,True
1927,hot work tool steel,4,True
1923,hot rolled alloy,4,True
1915,hot deformation activation energy,4,True
1912,hot corrosion,4,True
191,MgGdYZr,4,True
1900,high velocity impact,4,True
1898,high toughness,4,True
1894,high temperature stability,4,True
1892,high temperature phase,4,True
1889,high temperature material,4,True
1882,high temperature alloy,4,True
188,MgAl2O4,4,True
1869,high strain,4,True
1865,high resolution scanning transmission electron microscopy,4,True
1864,high resolution scanning electron microscopy,4,True
1859,high pressure die casting,4,True
1852,high energy x ray diffraction,4,True
1849,high energy ball mill,4,True
1837,heusler alloy,4,True
1831,heterogeneous catalyst,4,True
1821,heat treated microstructure,4,True
1819,heat treated aluminium alloy,4,True
1815,heat source,4,True
1814,heat sink,4,True
1813,heat resistant steel,4,True
1812,heat release,4,True
1809,heat flow,4,True
1808,heat deflection temperature,4,True
1807,heat conduction,4,True
1797,hardness profile,4,True
1792,hardened steel,4,True
1786,hall petch,4,True
1780,groove pressing,4,True
1777,grazing incidence x ray diffraction,4,True
1765,grain size strengthening,4,True
1762,grain size evolution,4,True
1758,grain size control,4,True
1753,grain refinement strengthening,4,True
1750,grain orientation spread,4,True
1743,grain growth behavior,4,True
1741,grain fragmentation,4,True
1728,grain boundary misorientation,4,True
1719,grain boundary character,4,True
1718,grain boundary area,4,True
1712,glassy phase,4,True
1706,glass formation,4,True
1704,glass fibre,4,True
1701,gibson ashby model,4,True
1698,gibbs free energy,4,True
1692,geometric dynamic recrystallization,4,True
1687,gas pressure infiltration,4,True
1684,gas atomized powder,4,True
168,IN625,4,True
1678,furnace cooling,4,True
1674,full width at half maximum,4,True
1669,ft iridium spectroscopy,4,True
1668,ft iridium,4,True
1666,friction stir welding parameter,4,True
1662,friction stir spot welding,4,True
1655,frequency range,4,True
1653,free volume,4,True
1647,fracture stress,4,True
1632,fracture behaviour,4,True
1623,four point bending,4,True
1621,formation mechanism,4,True
1617,foaming agent,4,True
1607,flow process,4,True
1602,flexure strength,4,True
1595,flame retardancy,4,True
1594,first principle calculation,4,True
1593,finite element technique,4,True
1590,finite element modelling,4,True
159,HS,4,True
1586,finite element code,4,True
1580,fine microstructure,4,True
158,HP,4,True
1574,filler metal,4,True
1572,figure of merit,4,True
1554,fiber diameter,4,True
1542,ferrite formation,4,True
1541,fermi level,4,True
1521,fatigue damage mechanism,4,True
152,H2SO4,4,True
1519,fatigue cracking,4,True
1509,fatigue characteristic,4,True
1508,fatigue behaviour,4,True
1498,extrusion texture,4,True
1497,extrusion temperature,4,True
1496,extrusion speed,4,True
1480,exothermic reaction,4,True
148,GaSb,4,True
1477,exchange interaction,4,True
1473,eutectic silicon particle,4,True
1472,eutectic silicon,4,True
1463,equiaxed structure,4,True
1444,environmental application,4,True
1439,engineering material,4,True
1438,energy storage device,4,True
1436,energy input,4,True
1434,energy dissipation,4,True
1427,energy dispersive spectrometer,4,True
142,FeO3,4,True
1418,empirical model,4,True
1415,embedded atom method,4,True
141,FeO,4,True
1409,elevated temperature strength,4,True
1408,elevated temperature mechanical property,4,True
1389,electron spin resonance,4,True
137,FeCo,4,True
1369,electron backscatter,4,True
1362,electromagnetic shielding,4,True
1360,electromagnetic interference,4,True
1356,electrochromic device,4,True
1354,electrochemical technique,4,True
1353,electrochemical stability,4,True
1352,electrochemical sensor,4,True
1348,electrochemical potential,4,True
1346,electrochemical measurement,4,True
1343,electrochemical characterization,4,True
134,FeAl2,4,True
1339,electrical response,4,True
1333,electrical discharge machining,4,True
1332,electrical conductivity measurement,4,True
1327,electric current,4,True
1319,elastic deformation,4,True
1313,edge dislocation,4,True
1299,dynamic deformation,4,True
1293,ductile failure,4,True
1285,dry sliding wear,4,True
1277,drainage curve,4,True
1270,dissimilar weld,4,True
1263,dislocation structure evolution,4,True
1248,dislocation microstructure,4,True
1243,dislocation hardening,4,True
1240,dislocation generation,4,True
1239,dislocation evolution,4,True
1227,dislocation based model,4,True
1224,dislocation activity,4,True
1220,discontinuous recrystallization,4,True
1204,diffusion layer,4,True
1203,diffusion couple,4,True
1200,diffusion bonding technique,4,True
1197,diffusible hydrogen content,4,True
1189,dielectric strength,4,True
1183,dielectric loss,4,True
1180,die casting,4,True
1164,densification strain,4,True
1158,dendrite morphology,4,True
115,CuNiSi,4,True
1145,deformation strain,4,True
1143,deformation response,4,True
1133,deformation induced martensite formation,4,True
1132,deformation induced martensite,4,True
1131,deformation heating,4,True
1129,deformation energy,4,True
1125,deformation behaviour,4,True
112,CuCr,4,True
1116,damping capacity,4,True
1109,cylindrical sample,4,True
1105,cyclic softening,4,True
1104,cyclic oxidation,4,True
1101,cyclic extrusion compression,4,True
1100,cyclic deformation behavior,4,True
11,Al2Ca,4,True
1096,cutting speed,4,True
1092,curing agent,4,True
1082,crystallographic structure,4,True
1080,crystallographic plane,4,True
1079,crystallographic orientation relationship,4,True
1068,crystalline solid,4,True
1062,crystal symmetry,4,True
1051,crystal grain,4,True
1035,critical cooling rate,4,True
1034,creep time,4,True
103,Cr7C3,4,True
1023,creep rupture,4,True
1022,creep response,4,True
1010,creep cavity,4,True
1009,creep behaviour,4,True
1005,cracking resistance,4,True
1003,crack velocity,4,True
100,CoO,4,True
10,Al13Fe4,4,True
999,crack propagation rate,3,True
998,crack propagation path,3,True
996,crack pattern,3,True
995,crack path,3,True
994,crack opening,3,True
991,crack initiation life,3,True
99,CoCu,3,True
987,crack growth behavior,3,True
985,crack generation,3,True
983,crack extension,3,True
978,counter electrode,3,True
977,corrosion test,3,True
976,corrosion susceptibility,3,True
968,corrosion behaviour,3,True
966,core material,3,True
965,coprecipitation method,3,True
964,copper wire,3,True
962,copper rich phase,3,True
961,copper plate,3,True
959,copper mold casting,3,True
954,copper concentration,3,True
951,copper addition,3,True
95,Co3O4,3,True
949,cooling slope casting,3,True
946,cooling curve,3,True
945,cooling condition,3,True
944,conventional sintering,3,True
938,continuous cooling transformation,3,True
936,contact stiffness,3,True
935,contact damage,3,True
934,contact area,3,True
933,contact angle measurement,3,True
931,constrained rod casting,3,True
930,constrained groove pressing,3,True
921,conductive filler,3,True
920,conductive atomic force microscopy,3,True
919,conducting polymer,3,True
918,concrete specimen,3,True
909,compressive strain,3,True
905,compressive mechanical property,3,True
904,compressive mechanical behavior,3,True
902,compressive ductility,3,True
9,Al12Si,3,True
899,compression yield strength,3,True
898,compression twin,3,True
895,compression stress,3,True
893,compression strain,3,True
892,compression moulding,3,True
891,compression molding,3,True
890,compression loading,3,True
888,compression asymmetry,3,True
886,compositional dependence,3,True
884,composite strength,3,True
883,composite property,3,True
881,composite part,3,True
877,composite coating,3,True
876,composite application,3,True
863,columnar dendrite,3,True
860,cold workability,3,True
859,cold work,3,True
857,cold spray deposition,3,True
853,cold rolled alloy,3,True
852,cold rolled,3,True
851,cold roll bonding,3,True
850,cold deformation,3,True
849,coincidence site lattice boundary,3,True
848,coincidence site lattice,3,True
845,coercive field,3,True
840,cobalt content,3,True
839,cobalt chromium femn nickel high entropy alloy,3,True
838,cobalt addition,3,True
835,coating microstructure,3,True
834,coating deposition,3,True
832,coarsening kinetic,3,True
830,coarse grained microstructure,3,True
825,co2 laser,3,True
821,closed cell,3,True
820,cleavage mode,3,True
818,clay platelet,3,True
817,clay nanocomposite,3,True
816,chromium diffusion,3,True
810,chemical treatment,3,True
806,chemical route,3,True
803,chemical homogeneity,3,True
802,chemical evolution,3,True
800,chemical change,3,True
80,COF,3,True
796,charpy impact property,3,True
795,charge transport,3,True
793,charge discharge,3,True
792,charge density,3,True
785,ceramic nanoparticle,3,True
783,ceramic matrix,3,True
775,cement based composite,3,True
774,cellulose nanofiber,3,True
772,cellulose microfibril angle,3,True
771,cellulose fibre,3,True
770,cellulose fiber,3,True
769,cellulose acetate,3,True
768,cellular substructure,3,True
765,cellular dendrite,3,True
763,cell wall,3,True
759,cell response,3,True
757,cell differentiation,3,True
756,cell adhesion,3,True
755,cct diagram,3,True
752,cationic surfactant,3,True
751,cathodic arc deposition,3,True
750,cathode material,3,True
748,catalytic performance,3,True
747,catalytic chemical vapor deposition,3,True
745,casting process,3,True
742,cast magnesium alloy,3,True
74,CMn,3,True
739,case depth,3,True
736,carbonyl group,3,True
735,carbonization temperature,3,True
732,carbon powder,3,True
730,carbon nanotube composite,3,True
73,CH,3,True
728,carbon nanoparticle,3,True
726,carbon nanofibre,3,True
724,carbon matrix,3,True
723,carbon material,3,True
717,carbon epoxy composite,3,True
709,carbide particle,3,True
708,carbide morphology,3,True
706,capillary force,3,True
705,capacitance retention,3,True
704,cantilever bending,3,True
702,calcium hydroxide,3,True
697,butt joint,3,True
695,bulk value,3,True
694,bulk texture,3,True
690,bulk mechanical property,3,True
678,brittle to ductile transition,3,True
677,brittle nature,3,True
675,brittle intermetallic phase,3,True
671,breakdown strength,3,True
668,braided composite,3,True
666,boundary condition,3,True
665,boron steel,3,True
663,boron carbide reinforcement,3,True
660,bone tissue engineering,3,True
66,BaGeO3,3,True
659,bone substitute,3,True
658,bone replacement,3,True
655,bone cement,3,True
652,bonding process,3,True
65,BS,3,True
649,bond formation,3,True
645,body centered cubic structure,3,True
644,body centered cubic phase,3,True
643,body centered cubic,3,True
639,biodegradable material,3,True
638,biocompatible polymer,3,True
637,bioactive glass coating,3,True
634,binder phase,3,True
631,bimodal grain size distribution,3,True
630,bimodal distribution,3,True
63,BH24,3,True
621,bcc crystal structure,3,True
607,banded microstructure,3,True
605,band gap energy,3,True
600,bainitic microstructure,3,True
592,back scatter diffraction,3,True
59,B2NiTi,3,True
589,b.c.c. metal,3,True
588,az91d alloy,3,True
585,az61 magnesium alloy,3,True
581,axial tension,3,True
580,axial direction,3,True
58,ArO2,3,True
579,avrami exponent,3,True
578,aviation industry,3,True
573,austenitic twip steel,3,True
570,austenitic alloy,3,True
57,AlZnMgZr,3,True
567,austenite to martensite transformation,3,True
566,austenite stabilization,3,True
562,austenite recrystallization,3,True
559,austenite matrix,3,True
557,austenite grain growth,3,True
551,austempered ductile iron,3,True
550,auger electron spectroscopy,3,True
549,atomistic study,3,True
548,atomistic simulation,3,True
547,atomistic modeling,3,True
542,atom probe field ion microscopy,3,True
54,AlZn,3,True
537,ashby model,3,True
535,as cast structure,3,True
534,as cast state,3,True
531,as cast aluminium alloy,3,True
528,as built microstructure,3,True
52,AlTiB2,3,True
513,anodic dissolution,3,True
512,anode material,3,True
511,annular dark field,3,True
503,annealing atmosphere,3,True
502,annealed sample,3,True
500,anisotropic mechanical property,3,True
499,angular pressing,3,True
498,anatase phase,3,True
495,analytical method,3,True
493,amorphous phase formation,3,True
491,amorphous matrix,3,True
488,ammonia solution,3,True
487,amino propyl triethoxy silane,3,True
486,amine group,3,True
484,alznmg alloy,3,True
483,aluminothermic reduction,3,True
482,aluminium syntactic foam,3,True
481,aluminium substrate,3,True
478,aluminium scandium alloy,3,True
466,aluminium friction stir weld,3,True
464,aluminium effect,3,True
463,aluminium diffusion,3,True
462,aluminium deformation,3,True
461,aluminium copper alloy,3,True
46,AlSi12,3,True
458,aluminium carbide formation,3,True
457,aluminium based metal matrix composite,3,True
455,aluminium based alloy,3,True
454,aluminium alumina composite,3,True
453,aluminium alloy sheet,3,True
451,aluminium alloy metal matrix composite,3,True
446,aluminium alloy composite,3,True
445,aluminium alloy casting,3,True
442,alumina scale,3,True
441,alsicu alloy,3,True
436,alloying effect,3,True
433,alloy strengthening,3,True
43,AlSc,3,True
428,alloy ductility,3,True
425,alli alloy,3,True
423,alkali activated material,3,True
420,al7si alloy,3,True
419,al2o3 reinforcement,3,True
417,al2o3 particle distribution,3,True
414,aisi 316l stainless steel,3,True
411,air oxidation,3,True
4077,zno nanorod,3,True
4074,zirconium alloy,3,True
406,aging response,3,True
4059,yield point,3,True
4058,yield behavior,3,True
4057,xrd pattern,3,True
4050,x ray photoelectron spectrometry,3,True
404,aging kinetic,3,True
4032,work piece,3,True
4029,work hardening exponent,3,True
4026,work hardened layer,3,True
4024,wire axis,3,True
4023,wire arc additive manufacturing,3,True
4016,wetting phenomenon,3,True
4015,wetting layer,3,True
4013,wet impregnation,3,True
4008,welding and joining,3,True
4005,weld seam,3,True
4001,weld fusion zone,3,True
4000,weight reduction,3,True
4,AgAu,3,True
3997,weibull modulus,3,True
3995,wedge cracking,3,True
3994,wearable electronic,3,True
3990,wear reduction,3,True
3987,wear performance,3,True
3982,weaker texture,3,True
3981,wavelength range,3,True
398,age hardenable alloy,3,True
3979,water vapor,3,True
3976,water purification,3,True
3975,water permeability,3,True
3969,warm rolling,3,True
3968,warm deformation,3,True
3966,voronoi cell,3,True
3964,volume diffusion,3,True
3963,void volume fraction,3,True
3959,void coalescence,3,True
3958,visible light irradiation,3,True
3955,viscoelastic behavior,3,True
3952,vibrating sample magnetometer,3,True
3951,very high cycle fatigue,3,True
3950,velocity gradient,3,True
3948,van der waal force,3,True
3943,vacuum annealing,3,True
3942,vacancy type defect,3,True
3940,vacancy cluster,3,True
3938,urea formaldehyde microcapsule,3,True
3933,uniaxial tensile loading,3,True
3932,uniaxial pressing,3,True
3930,uniaxial deformation,3,True
3929,uniaxial compression testing,3,True
3925,ultraviolet visible absorption spectroscopy,3,True
3924,ultraviolet radiation,3,True
3923,ultrasonic wave,3,True
3921,ultrasonic surface rolling process,3,True
3920,ultrasonic spot welding,3,True
3918,ultrasonic fatigue testing,3,True
3917,ultrafine microstructure,3,True
3913,ultrafine grained metal,3,True
3911,ultrafine grained copper,3,True
391,adsorption energy,3,True
3905,ultra high temperature,3,True
3901,ultra fine grained material,3,True
390,adsorption characteristic,3,True
3896,twinning system,3,True
3895,twinning stress,3,True
3893,twinning behavior,3,True
3892,twinning activity,3,True
3891,twin structure,3,True
3886,twin band,3,True
3885,tungsten phase,3,True
3884,tungsten oxide,3,True
3883,tungsten inert gas welding,3,True
3881,true stress strain curve,3,True
3879,triple point,3,True
3878,triple junction,3,True
3873,tribological performance,3,True
3870,transverse tensile test,3,True
387,adiabatic shear band formation,3,True
3867,transmission electronic microscopy,3,True
3860,transformation kinetic,3,True
3858,transformation behavior,3,True
3852,torsional straining,3,True
3850,torsion deformation,3,True
385,adhesive strength,3,True
3849,top coat,3,True
3845,tool geometry,3,True
3841,titanium matrix,3,True
3838,titanium c particle,3,True
3837,titanium b whisker,3,True
3836,titanium aluminide alloy,3,True
3834,titanium alloy ti6al4v,3,True
383,additively manufactured alloy,3,True
3829,tissue regeneration,3,True
3827,tio2 nanotube,3,True
3825,tio2 layer,3,True
3824,tio2 coating,3,True
3822,tin curve,3,True
3821,tin addition,3,True
382,additively manufactured,3,True
3819,tic particle reinforcement,3,True
3817,tic composite,3,True
3815,tib whisker,3,True
3807,thickness reduction,3,True
3806,thermoset polymer,3,True
3805,thermoset composite,3,True
3804,thermoplastic polyurethane,3,True
3803,thermoplastic polymer,3,True
3802,thermoplastic elastomer,3,True
3799,thermomechanical response,3,True
3795,thermomechanical history,3,True
3792,thermohydrogen processing,3,True
3789,thermoelectric material,3,True
3788,thermoelectric application,3,True
3787,thermoelastic martensitic transformation,3,True
3785,thermodynamic property,3,True
3783,thermodynamic model,3,True
3781,thermodynamic database,3,True
3780,thermodynamic data,3,True
3777,thermo physical property,3,True
3772,thermo mechanical process,3,True
3771,thermo calc,3,True
377,additive layer manufacturing,3,True
3765,thermal spray coating,3,True
3761,thermal response,3,True
3759,thermal radiation,3,True
3756,thermal modification,3,True
3754,thermal method,3,True
3747,thermal fatigue resistance,3,True
374,activated carbon,3,True
3738,thermal efficiency,3,True
3730,thermal conditioning,3,True
373,acrylic acid,3,True
3729,thermal condition,3,True
3728,thermal characterization,3,True
3724,thermal barrier,3,True
3720,thermal ageing,3,True
3719,thermal activation,3,True
3717,texture strengthening,3,True
3716,texture modification,3,True
3714,texture gradient,3,True
3713,texture formation,3,True
3711,texture effect,3,True
371,acoustic cavitation,3,True
3709,texture change,3,True
3705,tertiary creep,3,True
3704,ternary system,3,True
370,acid concentration,3,True
3699,tensile yield stress,3,True
3696,tensile twin,3,True
3690,tensile strength increase,3,True
369,acicular ferrite formation,3,True
3689,tensile strength at break,3,True
3687,tensile straining,3,True
3676,tensile hydrostatic stress,3,True
3674,tensile failure,3,True
3667,tensile characteristic,3,True
3663,tempering temperature,3,True
3660,temperature programmed reduction,3,True
366,accumulated strain,3,True
3659,temperature programmed desorption,3,True
3656,temperature effect,3,True
3653,tem analysis,3,True
3652,tcp phase,3,True
3650,taylor factor,3,True
365,accelerated peak appearance,3,True
3647,synergistic effect,3,True
3644,synchrotron radiation,3,True
3643,symmetric rolling,3,True
3642,surface wettability,3,True
364,absorption spectroscopy,3,True
3638,surface temperature,3,True
